 TIME                    	AmbientTemperature       	TotalSolarRadiation      	BeamSolarRadiation       	DiffuseSolarRadiation    	IncidentAngle            	
 HOURS              	°C                  	KJ/hr.m2            	KJ/hr.m2            	KJ/hr.m2            	Degree              	
  +8.7600000000000000E+03	  +1.8757867813110352E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7610000000000000E+03	  +4.2844090461730957E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7620000000000000E+03	  +6.0747399330139160E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7630000000000000E+03	  +5.6940102577209473E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7640000000000000E+03	  +5.3562502861022949E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7650000000000000E+03	  +5.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7660000000000000E+03	  +4.6000003814697266E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7670000000000000E+03	  +4.2437500953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7680000000000000E+03	  +3.9046874046325684E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7690000000000000E+03	  +3.5328125953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5475616455078125E+01	
  +8.7700000000000000E+03	  +3.4645833969116211E+00	  +2.6716633737087250E+01	  +0.0000000000000000E+00	  +2.6195791244506836E+01	  +5.9245197296142578E+01	
  +8.7710000000000000E+03	  +4.6838541030883789E+00	  +6.1111152124404907E+02	  +2.7135800170898438E+02	  +3.3513104248046875E+02	  +5.0536121368408203E+01	
  +8.7720000000000000E+03	  +5.6478123664855957E+00	  +1.9035602235794067E+02	  +0.0000000000000000E+00	  +1.8664501953125000E+02	  +4.5000888824462891E+01	
  +8.7730000000000000E+03	  +6.1012501716613770E+00	  +5.9231896209716797E+02	  +1.8651174926757812E+02	  +3.9988262939453125E+02	  +4.3862514495849609E+01	
  +8.7740000000000000E+03	  +6.6762499809265137E+00	  +9.2315650415420532E+02	  +5.5099609375000000E+02	  +3.6578009033203125E+02	  +4.7439361572265625E+01	
  +8.7750000000000000E+03	  +6.9050002098083496E+00	  +3.9660745358467102E+02	  +1.3499708557128906E+02	  +2.5835510253906250E+02	  +5.4813884735107422E+01	
  +8.7760000000000000E+03	  +6.3850002288818359E+00	  +6.0112420558929443E+01	  +0.0000000000000000E+00	  +5.8940525054931641E+01	  +6.2944412231445312E+01	
  +8.7770000000000000E+03	  +5.9331250190734863E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7780000000000000E+03	  +5.7093749046325684E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7790000000000000E+03	  +5.4500002861022949E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7800000000000000E+03	  +5.1500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7810000000000000E+03	  +4.8499999046325684E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7820000000000000E+03	  +4.6000003814697266E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7830000000000000E+03	  +4.3500003814697266E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7840000000000000E+03	  +4.0500001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7850000000000000E+03	  +3.7500002384185791E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7860000000000000E+03	  +3.4500000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7870000000000000E+03	  +3.1500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7880000000000000E+03	  +2.8499999046325684E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7890000000000000E+03	  +2.5500001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7900000000000000E+03	  +2.2500002384185791E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7910000000000000E+03	  +1.9500001668930054E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7920000000000000E+03	  +1.6500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.7930000000000000E+03	  +1.3499996662139893E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5530662536621094E+01	
  +8.7940000000000000E+03	  +1.8671432733535767E+00	  +4.4047149562835693E+02	  +2.6630752563476562E+02	  +1.7188528442382812E+02	  +5.9262500762939453E+01	
  +8.7950000000000000E+03	  +4.1359820365905762E+00	  +9.9482712602615356E+02	  +6.1884967041015625E+02	  +3.6907629394531250E+02	  +5.0523044586181641E+01	
  +8.7960000000000000E+03	  +5.6066966056823730E+00	  +9.6934969377517700E+02	  +5.5678192138671875E+02	  +4.0540618896484375E+02	  +4.4949771881103516E+01	
  +8.7970000000000000E+03	  +6.0001788139343262E+00	  +8.9107663345336914E+02	  +4.3707550048828125E+02	  +4.4677444458007812E+02	  +4.3773735046386719E+01	
  +8.7980000000000000E+03	  +6.4775004386901855E+00	  +1.2451206140518188E+03	  +8.2012115478515625E+02	  +4.1634045410156250E+02	  +4.7324684143066406E+01	
  +8.7990000000000000E+03	  +6.4850001335144043E+00	  +5.1601855111122131E+02	  +2.2817546081542969E+02	  +2.8426229858398438E+02	  +5.4687370300292969E+01	
  +8.8000000000000000E+03	  +5.4149999618530273E+00	  +6.3452004790306091E+01	  +0.0000000000000000E+00	  +6.2215003967285156E+01	  +6.2915592193603516E+01	
  +8.8010000000000000E+03	  +4.9000000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8020000000000000E+03	  +4.6999998092651367E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8030000000000000E+03	  +4.5000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8040000000000000E+03	  +4.3000001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8050000000000000E+03	  +4.1000003814697266E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8060000000000000E+03	  +3.8999998569488525E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8070000000000000E+03	  +3.7000000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8080000000000000E+03	  +3.5000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8090000000000000E+03	  +3.3000001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8100000000000000E+03	  +3.0999999046325684E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8110000000000000E+03	  +2.9000000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8120000000000000E+03	  +2.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8130000000000000E+03	  +2.5999999046325684E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8140000000000000E+03	  +2.4000000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8150000000000000E+03	  +2.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8160000000000000E+03	  +2.1000001430511475E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8170000000000000E+03	  +1.8999999761581421E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5586669921875000E+01	
  +8.8180000000000000E+03	  +2.8629033565521240E+00	  +7.5456719994544983E+02	  +5.7943200683593750E+02	  +1.7161950683593750E+02	  +5.9274578094482422E+01	
  +8.8190000000000000E+03	  +5.2277216911315918E+00	  +1.5705840015411377E+03	  +1.2769029541015625E+03	  +2.8567309570312500E+02	  +5.0504009246826172E+01	
  +8.8200000000000000E+03	  +6.7468752861022949E+00	  +1.5668837203979492E+03	  +1.1071224365234375E+03	  +4.4908401489257812E+02	  +4.4892158508300781E+01	
  +8.8210000000000000E+03	  +7.3208336830139160E+00	  +7.2564016056060791E+02	  +3.1589169311523438E+02	  +4.0310772705078125E+02	  +4.3678516387939453E+01	
  +8.8220000000000000E+03	  +7.4005951881408691E+00	  +1.3399981956481934E+03	  +9.1333300781250000E+02	  +4.1755044555664062E+02	  +4.7204345703125000E+01	
  +8.8230000000000000E+03	  +7.2244048118591309E+00	  +4.9810909676551819E+02	  +2.0611235046386719E+02	  +2.8841595458984375E+02	  +5.4556324005126953E+01	
  +8.8240000000000000E+03	  +6.2166671752929688E+00	  +5.3433252096176147E+01	  +0.0000000000000000E+00	  +5.2391567230224609E+01	  +6.2887912750244141E+01	
  +8.8250000000000000E+03	  +5.6999998092651367E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8260000000000000E+03	  +5.5000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8270000000000000E+03	  +5.3000001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8280000000000000E+03	  +5.1500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8290000000000000E+03	  +5.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8300000000000000E+03	  +4.8000001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8310000000000000E+03	  +4.6000003814697266E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8320000000000000E+03	  +4.4000000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8330000000000000E+03	  +4.1333332061767578E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8340000000000000E+03	  +3.6416668891906738E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8350000000000000E+03	  +3.2000000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8360000000000000E+03	  +2.8000001907348633E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8370000000000000E+03	  +2.4000000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8380000000000000E+03	  +1.9500000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8390000000000000E+03	  +1.5000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8400000000000000E+03	  +1.1000000238418579E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8410000000000000E+03	  +6.0625004768371582E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5643646240234375E+01	
  +8.8420000000000000E+03	  +9.0937501192092896E-01	  +7.6810310959815979E+01	  +0.0000000000000000E+00	  +7.5312889099121094E+01	  +5.9281486511230469E+01	
  +8.8430000000000000E+03	  +2.2543749809265137E+00	  +3.4680680799484253E+02	  +9.3909477233886719E+01	  +2.4899101257324219E+02	  +5.0479057312011719E+01	
  +8.8440000000000000E+03	  +2.9487500190734863E+00	  +2.1373303890228271E+02	  +0.0000000000000000E+00	  +2.0956629943847656E+02	  +4.4828086853027344E+01	
  +8.8450000000000000E+03	  +3.2012500762939453E+00	  +2.2375178003311157E+02	  +0.0000000000000000E+00	  +2.1938972473144531E+02	  +4.3576873779296875E+01	
  +8.8460000000000000E+03	  +3.5199999809265137E+00	  +7.7330777215957642E+02	  +3.8200942993164062E+02	  +3.8530865478515625E+02	  +4.7078353881835938E+01	
  +8.8470000000000000E+03	  +3.5830769538879395E+00	  +1.1354567241668701E+02	  +0.0000000000000000E+00	  +1.1133209228515625E+02	  +5.4420749664306641E+01	
  +8.8480000000000000E+03	  +2.9175481796264648E+00	  +3.3395788729190826E+01	  +0.0000000000000000E+00	  +3.2744735717773438E+01	  +6.2861339569091797E+01	
  +8.8490000000000000E+03	  +2.4739584922790527E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8500000000000000E+03	  +2.3541667461395264E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8510000000000000E+03	  +2.2000000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8520000000000000E+03	  +2.0562500953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8530000000000000E+03	  +1.9000000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8540000000000000E+03	  +1.7000000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8550000000000000E+03	  +1.5437500476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8560000000000000E+03	  +1.3937500715255737E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8570000000000000E+03	  +1.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8580000000000000E+03	  +1.1500000953674316E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8590000000000000E+03	  +1.0499999523162842E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8600000000000000E+03	  +9.4999998807907104E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8610000000000000E+03	  +9.0000003576278687E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8620000000000000E+03	  +8.5000002384185791E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8630000000000000E+03	  +7.5000000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8640000000000000E+03	  +6.4999997615814209E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8650000000000000E+03	  +5.5000001192092896E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5701530456542969E+01	
  +8.8660000000000000E+03	  +8.5909098386764526E-01	  +4.6754094898700714E+01	  +0.0000000000000000E+00	  +4.5842620849609375E+01	  +5.9283157348632812E+01	
  +8.8670000000000000E+03	  +1.3464646339416504E+00	  +5.6772828459739685E+01	  +0.0000000000000000E+00	  +5.5666038513183594E+01	  +5.0448150634765625E+01	
  +8.8680000000000000E+03	  +1.5694444179534912E+00	  +1.0018735074996948E+02	  +0.0000000000000000E+00	  +9.8234191894531250E+01	  +4.4757541656494141E+01	
  +8.8690000000000000E+03	  +1.7500001192092896E+00	  +8.6829036831855774E+01	  +0.0000000000000000E+00	  +8.5136299133300781E+01	  +4.3468833923339844E+01	
  +8.8700000000000000E+03	  +1.8500000238418579E+00	  +8.3489464163780212E+01	  +0.0000000000000000E+00	  +8.1861831665039062E+01	  +4.6946781158447266E+01	
  +8.8710000000000000E+03	  +1.9249999523162842E+00	  +9.6847762584686279E+01	  +0.0000000000000000E+00	  +9.4959709167480469E+01	  +5.4280765533447266E+01	
  +8.8720000000000000E+03	  +1.8041666746139526E+00	  +2.0037468999624252E+01	  +0.0000000000000000E+00	  +1.9646837234497070E+01	  +6.2835929870605469E+01	
  +8.8730000000000000E+03	  +1.6520833969116211E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8740000000000000E+03	  +1.5000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8750000000000000E+03	  +1.3500000238418579E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8760000000000000E+03	  +1.2000000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8770000000000000E+03	  +1.0500000715255737E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8780000000000000E+03	  +8.9375001192092896E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8790000000000000E+03	  +7.5000000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8800000000000000E+03	  +6.5000003576278687E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8810000000000000E+03	  +4.6250000596046448E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8820000000000000E+03	  +2.0000000298023224E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8830000000000000E+03	  +2.3283064365386963E-10	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8840000000000000E+03	  -2.0000000298023224E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8850000000000000E+03	  -4.0000000596046448E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8860000000000000E+03	  -6.4999997615814209E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8870000000000000E+03	  -9.0000003576278687E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8880000000000000E+03	  -1.1000000238418579E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8890000000000000E+03	  -1.3000000715255737E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5760284423828125E+01	
  +8.8900000000000000E+03	  -1.0124999284744263E+00	  +7.0131157994270325E+01	  +0.0000000000000000E+00	  +6.8763946533203125E+01	  +5.9279556274414062E+01	
  +8.8910000000000000E+03	  -4.7499999403953552E-02	  +1.4360191178321838E+02	  +0.0000000000000000E+00	  +1.4080238342285156E+02	  +5.0411281585693359E+01	
  +8.8920000000000000E+03	  +3.0285716056823730E-01	  +1.6363936352729797E+02	  +0.0000000000000000E+00	  +1.6044920349121094E+02	  +4.4680534362792969E+01	
  +8.8930000000000000E+03	  +5.5089282989501953E-01	  +2.0037474822998047E+02	  +0.0000000000000000E+00	  +1.9646842956542969E+02	  +4.3354434967041016E+01	
  +8.8940000000000000E+03	  +7.7812498807907104E-01	  +1.3358317065238953E+02	  +0.0000000000000000E+00	  +1.3097895812988281E+02	  +4.6809684753417969E+01	
  +8.8950000000000000E+03	  +4.5781248807907104E-01	  +3.0056210279464722E+01	  +0.0000000000000000E+00	  +2.9470262527465820E+01	  +5.4136436462402344E+01	
  +8.8960000000000000E+03	  -4.2187493294477463E-02	  +1.3358316868543625E+01	  +0.0000000000000000E+00	  +1.3097895622253418E+01	  +6.2811706542968750E+01	
  +8.8970000000000000E+03	  -2.5000000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8980000000000000E+03	  -3.5000002384185791E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.8990000000000000E+03	  -4.0625000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9000000000000000E+03	  -4.5000001788139343E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9010000000000000E+03	  -4.9375000596046448E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9020000000000000E+03	  -5.5000001192092896E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9030000000000000E+03	  -6.5000003576278687E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9040000000000000E+03	  -7.0624995231628418E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9050000000000000E+03	  -7.5625002384185791E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9060000000000000E+03	  -8.0000001192092896E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9070000000000000E+03	  -8.0000001192092896E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9080000000000000E+03	  -8.0000001192092896E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9090000000000000E+03	  -8.0000001192092896E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9100000000000000E+03	  -8.0000001192092896E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9110000000000000E+03	  -8.5000002384185791E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9120000000000000E+03	  -9.0000003576278687E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9130000000000000E+03	  -9.0000003576278687E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5819862365722656E+01	
  +8.9140000000000000E+03	  -6.3970589637756348E-01	  +3.3395788848400116E+01	  +0.0000000000000000E+00	  +3.2744735717773438E+01	  +5.9270648956298828E+01	
  +8.9150000000000000E+03	  -4.1990947723388672E-01	  +3.3395787402987480E+00	  +0.0000000000000000E+00	  +3.2744734287261963E+00	  +5.0368427276611328E+01	
  +8.9160000000000000E+03	  -1.3038462400436401E-01	  +1.7365808939933777E+02	  +0.0000000000000000E+00	  +1.7027261352539062E+02	  +4.4597076416015625E+01	
  +8.9170000000000000E+03	  +1.2108333110809326E+00	  +9.3018319749832153E+02	  +4.7313024902343750E+02	  +4.4950073242187500E+02	  +4.3233688354492188E+01	
  +8.9180000000000000E+03	  +1.8394608497619629E+00	  +1.4360189652442932E+02	  +0.0000000000000000E+00	  +1.4080236816406250E+02	  +4.6667106628417969E+01	
  +8.9190000000000000E+03	  +1.7647058963775635E+00	  +1.2022482585906982E+02	  +0.0000000000000000E+00	  +1.1788103485107422E+02	  +5.3987842559814453E+01	
  +8.9200000000000000E+03	  +1.5000001192092896E+00	  +4.0074941933155060E+01	  +0.0000000000000000E+00	  +3.9293678283691406E+01	  +6.2788688659667969E+01	
  +8.9210000000000000E+03	  +1.2000000476837158E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.9220000000000000E+03	  +1.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
